id,sentence,是否在转述结论(1/0),确定性打分(0/0.25/0.5/0.75/1),备注
C0145,"Assuming the additional exposures to the unique elements strengthened their corresponding representations, the results of Experiment 2 support the proposal of Mitchell et al. (2008) that discrimination will be better when the unique elements are strongly represented.",,,
C0146,"In brief, individuals can hold goals to be active (inactive) generally, and engage in more (less) cognitive or motor activity as a result (Albarracín et al., 2008).",,,
C0147,"…model of cognitive dissonance, inconsistent cognitions (like those inherent to toleration) interfere with action tendencies and dissonance reduction brings cognitions into consonance, restores an actionorientedmindset, and activates approachmotivation processes (Harmon-Jones & Harmon-Jones, 2008).",,,
C0148,"The HRVC’s gathering and recognition of victim testimonials provided an opportunity for the type of identity transformation that Nadler and Shnabel believe is necessary to initiate the socio-emotional process of reconciliation (Shnabel & Nadler, 2008).",,,
C0149,"In contrast, a contingency account suggests that individuals learn to use word information to predict the response (Schmidt, 2013; Schmidt & Besner, 2008).",,,
C0150,Last-place aversion argues that the strongest opposition to welfare comes from individuals above the poverty line but below the median income (Kuziemko et al. 2014).,,,
C0151,"A number of studies have shown that participants can recognize and reproduce the timing of an input sequence (Collier & Logan, 2000; Farrell, 2008; Farrell & McLaughlin, 2007; Watkins, LeCompte, Elliott, & Fish 1992).",,,
C0152,"First, general goals of action and inaction have been shown to impact the amount of cognitive and motor output irrespective of the type of behavior (Albarracin et al., 2008; Laran, 2010).",,,
C0153,"Further, as noted in the psychological developmental literature, children absorb at a very young age what society expects of them and they may change their hobbies, interests, and even academic and employment paths accordingly [5, 11, 55, 63, 67, 82].",,,
C0154,"Hence, our results underscore the crucial role of goal’s contingency in modulating attentional processes (Barratt & Bundesen, 2012; Schmidt, 2014; Schmidt & Besner, 2008) and more generally, they suggest that the capture of attention by threat-related stimuli is probably flexible in the sense of…",,,
C0155,"…评分的前后测变化 对于想象事件, 接受情景特异性诱导的老年人 只有 30%左右事件的前后测评分相同, 60%以上的 事件后测评分上升, 极少数事件后测评分下降; 接 受控制性诱导的老年人有近 50%事件的前后测评 分相同, 45%左右的事件后测评分上升, 少数事件 后测评分下降。对于未想象事件, 接受情景特异性 诱导的老年人被试有 60%左右事件的前后测评分 相同, 30%的事件后测评分上升, 极少数事件后测 评分下降; 接受控制性诱导的老年人被试表现出相 似的变化趋势。以上结果说明, 重评后两组被试认 为目标事件发生的可能性增加。…",,,
C0156,"However, some literature on the prisoner’s dilemma in noisy environments (Bendor et al., 1991; Fudenberg et al., 2012) points to more lenient interpretations in light of partner defection when collaborative outcomes can have external causes as well.",,,
C0157,"This finding is consistent with work in visual statistical learning in which dimensions are easily disassociated when the covariance between dimensions is disrupted (Turk-Browne et al., 2008).",,,
C0158,"For example, mere exposure to money or even the color green influenced financial decisions, attitudes toward market systems, as well as unethical outcomes (Caruso et al. 2013; Kouchaki et al. 2013).",,,
C0159,"…world associate concepts like “honour” (Lin & Oyserman, 2021) or “power” (Lu et al., 2017; Schubert, 2005) with vertical “up-ness” and concepts like “important” or “high quality” with bodily experiences of heaviness or weight (e.g., Jostmann et al., 2009; Schneider et al., 2011; Zhang & Lu, 2012).",,,
C0160,"…button causes the proportion of responses to a stimulus to be different from chance (67% instead of 50%), meaning that words might be predictive of the response key to press (see Schmidt & Besner, 2008; Schmidt & De Houwer, 2012; for an in depth discussion of contingency and congruency effects).",,,
C0161,"Moreover, according to TMT, individuals facing mortality salience often seek support from close relationships (Cox et al., 2008; Pyszczynski et al., 2015), making relational themes particularly relevant in this context.",,,
C0162,"…of different functional loci assumed for the response exclusion mechanism, proponents of the REH agree that response relevance effects arise because words always occupy the output buffer prior to picture names, and this process has access to word semantic information (e.g. Janssen et al., 2008).",,,
C0163,"…credibility and attitude-consistency with a news source were positively linked, and with the results of Fischer et al.’s work (Fischer et al., 2005; Fischer et al., 2008) on selective exposure arguing that news consumers may use source balance (i.e., whether they feel a source is not politically…",,,
C0164,"Roelofs ( 2008 ) also obtained this pattern, but found no effect of phonological relatedness when both pictures had to be named (‘circle-circus’).",,,
C0165,"There is evidence that cognitive ability does not always correlate with the level of bias exhibited by individuals (Stanovich & West, 2008; Stanovich, West, & Toplak, 2013; Toplak & Stanovich, 2003), though more education may have some positive impact (Perkins, 1985; Toplak & Stanovich, 2003).",,,
C0166,"…affective experiences are inconsistent with activated evaluative concepts, people experience what is called affective incoherence; when affective experiences are consistent with activated evaluative concepts, people experience affective coherence (Centerbar et al., 2008; Clore & Schnall, 2008).",,,
C0167,"For example, one study found that near neighbors inhibit lexical access but distant neighbors facilitate lexical access (Mirman & Magnuson, 2008); another study found that semantic neighborhood density inhibits lexical access, but only in impaired populations (Bormann, 2011); a third study found…",,,
C0168,"…tensions between justice and reconciliation, being both concepts that could be understood as opposite, but most research emphasizes the need to stablish as a basic condition to promote reconciliation the guarantee that no damages will be repeated again (Aguirre, 1998; Shnabel & Nadler, 2008).",,,
